record,species,count,lat
686,Wandering albatross sensu lato PL1,1,-39
687,Wandering albatross sensu lato PL2,2,-39
688,Wandering albatross sensu lato PL4,1,-39
689,Wandering albatross sensu lato PL1,2,-39
690,Wandering albatross sensu lato PL2,2,-39
691,Wandering albatross sensu lato PL3,1,-39
692,Wandering albatross sensu lato PL4,2,-39
693,Grey-faced petrel,2,-39
694,Wandering albatross sensu lato PL2,1,-39
695,Wandering albatross sensu lato PL3,1,-39
696,Wandering albatross sensu lato PL4,1,-39
697,Grey-faced petrel,2,-39
698,Wandering albatross sensu lato PL2,1,-39
699,Wandering albatross sensu lato PL3,1,-39
700,Wandering albatross sensu lato PL4,1,-39
701,Wandering albatross sensu lato PL2,1,-40
702,Wandering albatross sensu lato PL3,1,-40
703,Wandering albatross sensu lato PL4,1,-40
704,All dark petrel (unidentified),3,-40
705,Masked booby SUBAD,1,-40
706,Wandering albatross sensu lato PL2,1,-40
707,Wandering albatross sensu lato PL3,1,-40
708,Wandering albatross sensu lato PL4,2,-35
709,Grey-faced petrel,1,-35
710,Wandering albatross sensu lato PL1,4,-35
711,Wandering albatross sensu lato PL2,3,-34
712,Wandering albatross sensu lato PL3,1,-34
713,Grey-faced petrel,1,-34
714,Wandering albatross sensu lato PL1,2,-34
715,Wandering albatross sensu lato PL2,1,-34
716,Wandering albatross sensu lato PL3,2,-34
717,Wandering albatross sensu lato PL5,1,-34
718,Flesh-footed shearwater,1,-35
719,Wandering albatross sensu lato PL1,1,-35.666666666666664
720,Wandering albatross sensu lato PL2,4,-35
721,Wandering albatross sensu lato PL3,1,-35
722,Wandering albatross sensu lato PL1,2,-35
723,Wandering albatross sensu lato PL2,4,-35.25
724,Wandering albatross sensu lato PL3,3,-36
725,Wandering albatross sensu lato PL4,1,-36
726,Australasian gannet AD,1,-37
727,Wandering albatross sensu lato PL1,1,-37
728,Wandering albatross sensu lato PL2,3,-37
729,Wandering albatross sensu lato PL3,2,-37
730,Giant petrel sensu lato,3,-37
731,Wandering albatross sensu lato PL1,1,-37
732,Wandering albatross sensu lato PL2,1,-37
733,Giant petrel sensu lato,3,-38
734,Flesh-footed shearwater,1,-38
735,White-faced storm petrel,2,-38
736,Southern black-backed gull AD,3,-38
737,Flesh-footed shearwater,10,-38
738,Buller's shearwater,5,-39
739,Southern black-backed gull AD,3,-39
740,Giant petrel sensu lato,3,-39
741,Flesh-footed shearwater,2,-39
742,Buller's shearwater,2,-39
743,Southern black-backed gull SUBAD,1,-39
744,Giant petrel sensu lato,3,-38
745,Flesh-footed shearwater,2,-38
746,Buller's shearwater,5,-38
747,White-faced storm petrel,4,-38
748,Australasian gannet AD,30,-38
749,Southern black-backed gull AD,3,-38
750,Prion (unidentified),50,-38
751,Flesh-footed shearwater,5,-37
752,Buller's shearwater,6000,-37
753,Australasian gannet AD,2,-37
754,Grey noddy,11,-38
755,Wandering albatross sensu lato,1,-38
756,Shy / White-capped mollymawk,6,-38
757,Prion (unidentified),1,-39
758,Short-tailed shearwater,1000,-38
759,White-faced storm petrel,2,-38
760,Red-billed gull,10,-38
761,Wandering albatross sensu lato AD,3,-38
762,Black-browed albatross sensu lato AD,2,-38
763,Black-browed albatross sensu lato JUV,1,-38
764,Cape petrel,2,-38
765,White-headed petrel,1,-37
766,Gadfly petrel (unidentified),1,-37
767,Prion (unidentified),8,-37
768,White-chinned petrel,1,-37
769,Sooty shearwater,2,-37
770,Black / White-bellied storm-petrel,3,-37
771,Wandering albatross sensu lato AD,3,-35
772,Black-browed albatross sensu lato AD,2,-35
773,Black-browed albatross sensu lato JUV,1,-35.6
774,Northern giant petrel,1,-34
775,Cape petrel,2,-34.56666666666667
776,Prion (unidentified),5,-37.333333333333336
777,White-chinned petrel,1,-37
778,Sooty shearwater,1,-37
779,Black / White-bellied storm-petrel,1,-37
780,Wandering albatross sensu lato AD,3,-37
781,Black-browed albatross sensu lato AD,2,-37
782,Black-browed albatross sensu lato JUV,1,-37
783,Cape petrel,1,-37
784,Prion (unidentified),2,-37
785,White-chinned petrel,2,-37
786,Sooty shearwater,2,-37
787,White-chinned petrel,2,-36
788,Wandering albatross sensu lato AD,1,-36
789,Black-browed albatross sensu lato AD,2,-36
790,Black-browed albatross sensu lato JUV,1,-36
791,Black-browed albatross sensu lato SUBAD,1,-36
792,White-chinned petrel,1,-36
793,Sooty shearwater,7,-40
794,Wandering albatross sensu lato AD,2,-40
795,Black-browed albatross sensu lato AD,1,-41
796,Black-browed albatross sensu lato SUBAD,2,-43
797,Gadfly petrel (unidentified),2,-43
798,Black-browed albatross sensu lato JUV,1,-43
799,Northern giant petrel,3,-44
800,White-headed petrel,1,-44
801,Prion (unidentified),5,-48
802,Light-mantled sooty albatross,1,-47
803,Northern giant petrel,3,-47
804,Antarctic fulmar,2,-48
805,Cape petrel,1,-48
806,White-headed petrel,1,-49
807,Prion (unidentified),2,-49
808,Wandering albatross sensu lato,1,-50
809,Black-browed albatross sensu lato,5,-50
810,Light-mantled sooty albatross,1,-50
811,Cape petrel,2,-50
812,White-headed petrel,2,-50
813,Prion (unidentified),1,-52
814,White-chinned petrel,1,-52
815,Wandering albatross sensu lato,1,-53
816,Black-browed albatross sensu lato,4,-53
817,Light-mantled sooty albatross,2,-57
818,White-chinned petrel,1,-57
819,All dark petrel (unidentified),5,-58
820,Black-browed albatross sensu lato,3,-58
821,Light-mantled sooty albatross,3,-58
822,Northern giant petrel,3,-58
823,All dark petrel (unidentified),4,-59.5
824,White-headed petrel,1,-60
825,Wandering albatross sensu lato,1,-60
826,Black-browed albatross sensu lato,5,-61
827,White-headed petrel,2,-61
828,Black-browed albatross sensu lato AD,2,-61
829,Black-browed albatross sensu lato AD,1,-62
830,Cape petrel,1,-62
831,Gadfly petrel (unidentified),1,-63
832,Prion (unidentified),4,-63
833,Short-tailed / Sooty shearwater,1,-64
834,Wandering albatross sensu lato AD,4,-64
835,Black-browed albatross sensu lato AD,3,-64
836,Cape petrel,1,-64
837,Great-winged / Grey-faced petrel,1,-65
838,White-headed petrel,2,-65
839,Wandering albatross sensu lato,5,-65
840,Black-browed albatross sensu lato,1,-65
841,Mollymawk (unidentified),1,-66
842,White-headed petrel,1,-66
843,Wandering albatross sensu lato AD,1,-66
844,Wandering albatross sensu lato IMM,1,-57
845,Shearwater (unidentified),3,-57
846,Wandering albatross sensu lato,2,-56
847,Black-browed albatross sensu lato,1,-56
848,Shy / white-capped / Salvin's /  Chatham mollymawk,2,-56
849,Shearwater (unidentified),120,-54
850,White-faced storm petrel,3,-54
851,Wandering albatross sensu lato,2,-53
852,Prion (unidentified),2,-53
853,Wandering albatross sensu lato,3,-51
854,Great-winged / Grey-faced petrel,1,-50
855,Shearwater (unidentified),9,-50
856,Storm-petrel (unidentified),7,-50
857,Black-browed albatross sensu lato,1,-47
858,Black-browed albatross sensu lato,1,-47
859,Storm-petrel (unidentified),2,-46
860,White-chinned petrel,2,-45
861,Black-bellied storm petrel,2,-44
862,Wandering albatross sensu lato,4,-44
863,White-chinned petrel,1,-43
864,White-headed petrel,1,-42
865,Storm-petrel (unidentified),1,-41
866,Wandering albatross sensu lato SUBAD,1,-40
867,Shearwater (unidentified),3,-40
868,Wandering albatross sensu lato,1,-37
869,Fairy prion,12,-37
870,Sooty shearwater,252,-37
871,Wandering albatross sensu lato AD,2,-36
872,Sooty shearwater,5,-36
873,Wandering albatross sensu lato SUBAD,2,-34
874,Light-mantled sooty albatross,2,-34
875,Shearwater (unidentified),170,-34
876,Fairy prion,1,-34
877,Wandering albatross sensu lato AD,1,-35
878,Prion (unidentified),3,-35
879,Giant petrel sensu lato SUBAD,1,-35
880,Prion (unidentified),1,-36
881,[NO BIRDS RECORDED],NA,-37
882,[NO BIRDS RECORDED],NA,-37
883,[NO BIRDS RECORDED],NA,-37
884,Prion (unidentified),2,-37
885,Prion (unidentified),7,-37
886,White-chinned petrel,1,-37
887,Prion (unidentified),3,-37
888,Light-mantled sooty albatross,1,-38
889,Prion (unidentified),4,-39
890,Blue petrel,1,-39
891,Cape petrel,2,-39
892,Prion (unidentified),1,-39
893,White-chinned petrel,3,-39
894,Wilson's storm petrel,1,-39
895,Sooty albatross,1,-41
896,Cape petrel,4,-41
897,Blue petrel,2,-41
898,Prion (unidentified),5,-42
899,White-chinned petrel,4,-43
900,Storm-petrel (unidentified),1,-43
901,Light-mantled sooty albatross,2,-43
902,Cape petrel,1,-43
903,Prion (unidentified),6,-43
904,White-chinned petrel,5,-43
905,Light-mantled sooty albatross,1,-43
906,Cape petrel,3,-42
907,Prion (unidentified),16,-42
908,White-chinned petrel,5,-42
909,Cape petrel,40,-42
910,Prion (unidentified),46,-42
911,White-chinned petrel,11,-42
912,Storm-petrel (unidentified),6,-42
913,Prion (unidentified),2,-42
914,Storm-petrel (unidentified),1,-41
915,Light-mantled sooty albatross,1,-41
916,Prion (unidentified),25,-41
917,White-chinned petrel,1,-40
918,Wilson's storm petrel,3,-40
919,Antarctic fulmar,2,-40
920,Prion (unidentified),51,-40
921,Storm-petrel (unidentified),1,-39
922,Cape petrel,3,-39
923,Prion (unidentified),1,-39
924,White-chinned petrel,2,-38
925,Cape petrel,3,-38
926,Prion (unidentified),18,-38
927,Wilson's storm petrel,2,-38
928,Antarctic petrel,20,-37
929,Snow petrel,4,-37
930,Giant petrel sensu lato,1,-37
931,Antarctic fulmar,2,-36
932,Antarctic petrel,6,-36
933,Snow petrel,3,-36
934,Light-mantled sooty albatross,1,-34
935,Giant petrel sensu lato,4,-33
936,Antarctic fulmar,2,-33
937,Cape petrel,2,-32
938,Prion (unidentified),1,-32
939,White-chinned petrel,1,-34
940,Wilson's storm petrel,2,-34
941,Antarctic petrel,13,-34
942,Antarctic petrel,3,-34
943,Antarctic fulmar,2,-35
944,Cape petrel,5,-35
945,Wilson's storm petrel,3,-35
946,Antarctic petrel,9,-35
947,Wilson's storm petrel,1,-36
948,Antarctic petrel,57,-36
949,Snow petrel,2,-36
950,Light-mantled sooty albatross,1,-36
951,Cape petrel,1,-36
952,Prion (unidentified),2,-36
953,White-chinned petrel,3,-36
954,Antarctic petrel,6,-37
955,Light-mantled sooty albatross,3,-37
956,Giant petrel sensu lato,6,-37
957,Antarctic fulmar,1,-37
958,Cape petrel,3,-37
959,Prion (unidentified),7,-37
960,White-chinned petrel,4,-38
961,Sooty albatross,1,-38
962,Antarctic fulmar,3,-39
963,Prion (unidentified),10,-39
964,Antarctic petrel,2,-39
965,White-chinned petrel,1,-38
966,Antarctic petrel,2,-38
967,Antarctic fulmar,1,-38
968,Cape petrel,2,-38
969,White-chinned petrel,2,-38
970,Wilson's storm petrel,6,-37
971,Antarctic petrel,11,-36
972,Snow petrel,2,-36
973,[NO BIRDS RECORDED],NA,-36
974,Black-browed albatross sensu lato AD,NA,-35
975,Short-tailed shearwater,60,-35
976,Red-billed gull AD,2,-35
977,Short-tailed shearwater,250,-34
978,Red-billed gull AD,2,-34
979,Southern royal albatross,1,-34
980,Northern royal albatross,1,-35
981,Short-tailed shearwater,120,-35
982,White-faced storm petrel,15,-35
983,Red-billed gull AD,2,-35
984,Wandering albatross sensu lato PL4,3,-35
985,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-35
986,Giant petrel sensu lato,1,-35.35
987,Wandering albatross sensu lato PL4,2,-36
988,Shy / White-capped mollymawk,1,-36.583333333333336
989,Giant petrel sensu lato,1,-36
990,Wandering albatross sensu lato PL4,2,-36
991,Giant petrel sensu lato,1,-37
992,Wandering albatross sensu lato PL2,1,-37
993,Wandering albatross sensu lato PL3,1,-37
994,Wandering albatross sensu lato PL4,3,-37
995,Wandering albatross sensu lato PL5,1,-38
996,Black-browed albatross sensu lato AD,2,-38
997,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-38
998,Short-tailed shearwater,2,-38
999,Wandering albatross sensu lato PL2,1,-38
1000,Wandering albatross sensu lato PL3,1,-34
1001,Wandering albatross sensu lato PL4,3,-34
1002,Black-browed albatross sensu lato AD,2,-34
1003,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-34
1004,Short-tailed shearwater,1,-38
1005,Wandering albatross sensu lato PL3,1,-38
1006,Wandering albatross sensu lato PL4,2,-38
1007,Short-tailed shearwater,1,-38
1008,Wandering albatross sensu lato PL3,1,-37
1009,Wandering albatross sensu lato PL4,2,-37
1010,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-37
1011,Short-tailed shearwater,2,-37
1012,Wandering albatross sensu lato PL3,1,-35
1013,Wandering albatross sensu lato PL2,1,-35
1014,Wandering albatross sensu lato PL3,1,-35
1015,Prion (unidentified),12,-35
1016,Wandering albatross sensu lato PL2,1,-35
1017,Wandering albatross sensu lato PL3,2,-35
1018,Wandering albatross sensu lato PL4,1,-35
1019,Prion (unidentified),15,-35
1020,Storm-petrel (unidentified),2,-35
1021,Wandering albatross sensu lato PL2,1,-36
1022,Wandering albatross sensu lato PL3,2,-36
1023,Wandering albatross sensu lato PL4,1,-36
1024,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-36
1025,Black / White-bellied storm-petrel,1,-38
1026,Wandering albatross sensu lato PL3,1,-38
1027,Black / White-bellied storm-petrel,1,-38
1028,Wandering albatross sensu lato PL3,1,-38
1029,Wandering albatross sensu lato PL4,1,-38
1030,Black / White-bellied storm-petrel,1,-38
1031,Skua (unidentified),1,-38
1032,Wandering albatross sensu lato PL1,1,-38
1033,Wandering albatross sensu lato PL2,2,-38
1034,Wandering albatross sensu lato PL3,3,-38
1035,Wandering albatross sensu lato PL4,1,-38
1036,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-38
1037,Giant petrel sensu lato,1,-38
1038,White-chinned petrel,1,-38
1039,Black / White-bellied storm-petrel,4,-37
1040,Wandering albatross sensu lato PL1,1,-37
1041,Wandering albatross sensu lato PL2,2,-37
1042,Wandering albatross sensu lato PL3,3,-35
1043,Wandering albatross sensu lato PL4,1,-35
1044,Giant petrel sensu lato,1,-34
1045,Cape petrel,1,-34
1046,Sooty shearwater,50,-35
1047,Black / White-bellied storm-petrel,3,-35
1048,Wandering albatross sensu lato PL1,1,-35
1049,Wandering albatross sensu lato PL2,1,-35
1050,Wandering albatross sensu lato PL3,3,-34
1051,Wandering albatross sensu lato PL4,1,-34
1052,Giant petrel sensu lato,1,-34
1053,Cape petrel,1,-34
1054,Wandering albatross sensu lato PL2,2,-34
1055,Wandering albatross sensu lato PL3,3,-34
1056,Wandering albatross sensu lato PL4,2,-33
1057,Salvin's mollymawk,2,-33
1058,Grey-headed mollymawk,1,-33
1059,Cape petrel,1,-33
1060,Mottled petrel,15,-33
1061,Prion (unidentified),12,-33
1062,Sooty shearwater,20,-33
1063,Black-bellied storm petrel,1,-33
1064,Black / White-bellied storm-petrel,3,-33
1065,Wandering albatross sensu lato PL1,1,-33
1066,Wandering albatross sensu lato PL2,6,-33
1067,Wandering albatross sensu lato PL3,4,-33
1068,Wandering albatross sensu lato PL4,2,-33
1069,Buller's mollymawk,8,-33
1070,Salvin's mollymawk,1,-34
1071,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-34
1072,Cape petrel,1,-34
1073,Mottled petrel,12,-34
1074,Prion (unidentified),20,-34
1075,White-chinned petrel,1,-34
1076,Sooty shearwater,25,-35
1077,Black / White-bellied storm-petrel,3,-36
1078,Wandering albatross sensu lato PL1,1,-37
1079,Wandering albatross sensu lato PL2,5,-34
1080,Wandering albatross sensu lato PL3,5,-34
1081,Wandering albatross sensu lato PL4,4,-34
1082,Buller's mollymawk,8,-34
1083,Salvin's mollymawk,1,-34
1084,Giant petrel sensu lato,1,-34
1085,Cape petrel,1,-35
1086,Mottled petrel,8,-35
1087,Prion (unidentified),50,-35
1088,Sooty shearwater,20,-35
1089,Black / White-bellied storm-petrel,3,-35
1090,Wandering albatross sensu lato PL2,3,-35
1091,Wandering albatross sensu lato PL3,3,-35.75
1092,Wandering albatross sensu lato PL4,2,-35
1093,Buller's mollymawk,2,-35
1094,Salvin's mollymawk,8,-36
1095,Grey-headed mollymawk,1,-36
1096,Cape petrel,3,-36
1097,Mottled petrel,12,-36
1098,Gould's petrel,1,-37
1099,Sooty shearwater,40,-37
1100,Black / White-bellied storm-petrel,2,-37
1101,Diving-petrel (unidentified),1,-37
1102,Wandering albatross sensu lato PL2,3,-37
1103,Wandering albatross sensu lato PL3,4,-37
1104,Wandering albatross sensu lato PL4,1,-37
1105,Buller's mollymawk,2,-38
1106,Salvin's mollymawk,6,-38
1107,Cape petrel,1,-38
1108,Mottled petrel,1,-38
1109,Sooty shearwater,80,-38
1110,Southern black-backed gull AD,1,-39
1111,Cape petrel,2,-38
1112,Arctic skua,1,-38
1113,Salvin's mollymawk,1,-38
1114,Giant petrel sensu lato,1,-40
1115,Cape petrel,6,-40
1116,Sooty shearwater,100,-40
1117,Salvin's mollymawk,4,-40
1118,Giant petrel sensu lato,4,-41
1119,Cape petrel,6,-41
1120,Sooty shearwater,150,-43
1121,Southern black-backed gull AD,8,-42
1122,Sooty shearwater,500,-42
1123,Prion (unidentified),1,-42
1124,Sooty shearwater,2000,-42
1125,Buller's mollymawk,3,-42
1126,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-42
1127,Mottled petrel,1,-40
1128,Prion (unidentified),6,-39
1129,Sooty shearwater,50,-39
1130,Buller's mollymawk,2,-37.36666666666667
1131,Salvin's mollymawk,1,-37
1132,Cape petrel,1,-36
1133,Mottled petrel,2,-34
1134,Sooty shearwater,50,-34
1135,Grey-backed storm petrel,1,-34
1136,Buller's mollymawk,1,-34
1137,Salvin's mollymawk,1,-36
1138,Mottled petrel,2,-36
1139,Prion (unidentified),4,-36
1140,Sooty shearwater,50,-36
1141,Buller's mollymawk,2,-37
1142,Mottled petrel,1,-37
1143,Prion (unidentified),4,-37
1144,Sooty shearwater,30,-38
1145,Black-browed albatross sensu lato AD,1,-38
1146,Sooty shearwater,20,-38
1147,Wandering albatross sensu lato PL1,1,-38
1148,Buller's mollymawk,1,-38
1149,White-chinned petrel,1,-37
1150,Sooty shearwater,4,-37
1151,Wandering albatross sensu lato PL3,1,-37
1152,Mottled petrel,2,-37
1153,Wandering albatross sensu lato PL3,1,-37
1154,Mottled petrel,3,-37
1155,White-chinned petrel,1,-36
1156,Wandering albatross sensu lato PL3,1,-36
1157,Mottled petrel,6,-36
1158,Sooty shearwater,1,-36
1159,Wandering albatross sensu lato PL3,1,-35
1160,Buller's mollymawk,1,-35
1161,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-35
1162,Mottled petrel,4,-34
1163,Wandering albatross sensu lato PL2,1,-34
1164,Wandering albatross sensu lato PL3,2,-34
1165,Wandering albatross sensu lato PL4,2,-34
1166,Salvin's mollymawk,1,-36
1167,Mottled petrel,3,-36
1168,Wandering albatross sensu lato PL2,1,-36
1169,Wandering albatross sensu lato PL3,2,-36
1170,Wandering albatross sensu lato PL4,2,-36
1171,Wandering albatross sensu lato PL1,1,-37
1172,Wandering albatross sensu lato PL2,1,-38
1173,Wandering albatross sensu lato PL3,2,-38
1174,Wandering albatross sensu lato PL4,2,-38
1175,White-headed petrel,1,-38
1176,Mottled petrel,2,-39
1177,Wandering albatross sensu lato PL3,1,-39
1178,Wandering albatross sensu lato PL4,1,-39
1179,Wandering albatross sensu lato PL2,1,-34.96666666666667
1180,Wandering albatross sensu lato PL4,2,-34
1181,Mottled petrel,1,-38.5
1182,Prion (unidentified),150,-38
1183,Black / White-bellied storm-petrel,1,-37
1184,Wandering albatross sensu lato PL1,1,-37
1185,Wandering albatross sensu lato PL2,2,-37
1186,Wandering albatross sensu lato PL3,1,-37
1187,Wandering albatross sensu lato PL4,2,-37
1188,Giant petrel sensu lato,1,-37
1189,Prion (unidentified),1,-33
